,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,category,,,,,
102389,NFOj3uboFzeNF5X-dWUd_w,"""Ming's Table""",The Strip,"""Harrah's Las Vegas, 3475 Las Vegas Blvd S""",Las Vegas,NV,89109,36.11949,-115.169667,2.5,36,0,Chinese,,,,,
102471,Lq9rYrwvWV5QDBYzq7MGHQ,"""Osaka Japanese Bistro""",Westside,"""4205 W Sahara Ave""",Las Vegas,NV,89102,36.143962,-115.196995,4,383,1,Japanese,,,,,
102764,KWLm_h-XmdoT3h-o2bSD2w,"""Sourdough Cafe""",,"""4575 Boulder Hwy""",Las Vegas,NV,89121,36.12489145,-115.0759213,3,37,1,American,,,,,
102781,vl2IZrNJEA8npSjqXbdwxw,"""BabyStacks Cafe""",Summerlin,"""2400 N Buffalo Dr, Ste 145""",Las Vegas,NV,89128,36.20414506,-115.2602309,4,1111,1,American,,,,,
102879,D92rYqjoz8e1YKoif_bwuw,"""Subway""",University,"""4505 S Maryland Pkwy""",Las Vegas,NV,89154,36.106732,-115.1436243,2.5,6,1,other,,,,,
102966,CmBnas2zg5JyigmXclc4JQ,"""Mama Luigi's Pizzeria""",Spring Valley,"""9730 W Tropicana Ave""",Las Vegas,NV,89147,36.1004312,-115.3048029,4.5,4,0,other,,,,,
102978,2smgOPhpYbDT7G5tbVRdiQ,"""Burger King""",,"""3620 W Tropicana Ave""",Las Vegas,NV,89103,36.10132781,-115.1881518,2,17,1,other,,,,,
103065,ez9y1xXuY-oLRFtfJMopmQ,"""Blue Agave Cantina""",,"""2400 N Rancho Dr""",Las Vegas,NV,89130,36.2015702,-115.1951924,3.5,5,1,Mexican,,,,,
103074,X-V0cWAHI-cw5b0P3WtXZQ,"""50's Diner""",Spring Valley,"""5693 S Jones Boulevard""",Las Vegas,NV,89136,36.0868399,-115.2254338,3.5,10,0,other,,,,,
103481,DGDBFpZk-NIvah4M7MtDDg,"""Pizzeria Fracesco's""",The Strip,"""3300 S Las Vegas Blvd""",Las Vegas,NV,89109,36.1245859,-115.1716132,3.5,6,1,Italian,,,,,
103490,Asy49gKgikq_NkYsC_7c0Q,"""Capriotti's Sandwich Shop""",Southwest,"""11350 Southern Highlands Pkwy""",Las Vegas,NV,89141,35.9836695,-115.1901616,2.5,90,1,other,,,,,
103542,0xzmIBsJQc5eUNLucFrZ0Q,"""Stratta""",The Strip,"""Wynn Las Vegas, 3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.12606526,-115.1721598,3.5,186,0,Italian,,,,,
103639,p3YqOYELqXtLyHz9T49p_w,"""Hot N Juicy Crawfish""",Chinatown,"""3863 Spring Mountain Rd""",Las Vegas,NV,89102,36.12621721,-115.1913501,4,663,1,other,,,,,
103780,aGzoMSl-Qy53emT96-Vmcg,"""Checkers""",Downtown,"""1900 E Charleston Blvd""",Las Vegas,NV,89104,36.158552,-115.1229655,3.5,9,1,Fast Food,,,,,
103801,WNSdjFgR3vjeDQl7rKEGNg,"""Shish Kabob House""",The Strip,"""3049 S Las Vegas Blvd""",Las Vegas,NV,89109,36.1314439,-115.1648858,3.5,3,0,other,,,,,
103843,30TxDt2V8G7FWXsKaEKA9A,"""Marco's Pizza""",South Summerlin,"""3400 S Hualapai Way""",Las Vegas,NV,89117,36.126242,-115.314985,3.5,36,1,Italian,,,,,
103871,#NAME?,"""Polish Deli""",Westside,"""5900 W Charleston Blvd""",Las Vegas,NV,89146,36.1599319,-115.2222054,4.5,30,1,other,,,,,
103929,q4MJE4yTtnkmxRwJTSTAZw,"""Inca Vs Azteca""",Southwest,"""4780 W Cactus Ave""",Las Vegas,NV,89141,35.9990473,-115.2050262,4.5,11,1,other,,,,,
103950,M7ZuMAutAtvplANHiOz_ug,"""Subway""",The Strip,"""3785 Las Vegas Blvd S, Ste 203""",Las Vegas,NV,89109,36.1035296,-115.1723424,1,5,1,Fast Food,,,,,
103985,ppasQEo3jPkBdwdRGVd9WQ,"""Roberto's Taco Shop""",,"""4955 E Craig Rd, Ste 2""",Las Vegas,NV,89115,36.240154,-115.065915,3,38,1,Mexican,,,,,
104050,agGJSdMTRrkA6VrYMbC-SQ,"""Volcano Grille""",Spring Valley,"""7150 S Durango Dr, Ste 110""",Las Vegas,NV,89113,36.0580926,-115.2783844,4,251,1,Japanese,,,,,
104167,ENSXtagSYILMBTVEj6p81Q,"""Jack in the Box""",Sunrise,"""4345 E Charleston Blvd""",Las Vegas,NV,89104,36.1585918,-115.0791192,1.5,8,1,Fast Food,,,,,
104273,SXyGMj1rBHauU_MMLEsUfw,"""Little Caesars Pizza""",,"""1967 N Decatur Blvd, Ste H-2""",Las Vegas,NV,89108,36.19480219,-115.20653,1.5,14,1,other,,,,,
104421,AI7zxDNVgO3pDyAP_rcA7A,"""Chipotle Mexican Grill""",Centennial,"""7170 N Durango Rd, Ste 150""",Las Vegas,NV,89149,36.29149928,-115.2873648,3,97,1,Fast Food,,,,,
104682,mijapPlo4pea6Bl8faEjyQ,"""M & M Soul Food""",,"""4485 S Jones Blvd""",Las Vegas,NV,89103,36.1075542,-115.225715,4.5,7,0,other,,,,,
104760,RUsoxvu4HH0fcGW14hbPhg,"""Valerio's Tropical Bake Shop""",Eastside,"""3890 S Maryland Pkwy""",Las Vegas,NV,89119,36.1182191,-115.1357269,4,62,1,other,,,,,
104842,R073RHVTWuUc_JabjD0bsA,"""Villa Pizza Durango""",Spring Valley,"""3385 S Durango Dr""",Las Vegas,NV,89117,36.128132,-115.279908,4,97,1,other,,,,,
104925,6rjqU2x9A6BErUxh6THz6A,"""Vinny-Boy's Italian Market Place""",Westside,"""3620 W Sahara Ave""",Las Vegas,NV,89102,36.145787,-115.1906168,2.5,15,0,Italian,,,,,
105208,yzJwp-t1wNBtCV8yNEh6fg,"""Granny's Kitchen ...... Soul Food""",Sunrise,"""1725 N Nellis Blvd""",Las Vegas,NV,89115,36.19098282,-115.0624771,4,7,0,other,,,,,
105246,SVGApDPNdpFlEjwRQThCxA,"""Juan's Flaming Fajitas & Cantina""",Spring Valley,"""9640 W Tropicana, Ste 101""",Las Vegas,NV,89147,36.100509,-115.302689,4.5,1210,1,other,,,,,
105332,3A_NZZNHG5dxeZmO-ije2Q,"""Taco Bell""",Northwest,"""3260 N Durango Rd""",Las Vegas,NV,89129,36.21878,-115.27891,2,24,1,other,,,,,
105370,Xs98BYnfREgKQfANEg3C-w,"""50 Shades Of Green""",,"""""",Las Vegas,NV,89106,36.1922841,-115.1592718,4.5,21,1,other,,,,,
105400,COgwFthJpS4We16W5Gf4lw,"""Pamplemousse Le Restaurant""",Downtown,"""400 E Sahara Ave""",Las Vegas,NV,89104,36.144096,-115.152417,4,205,1,Mediterranean,,,,,
105570,3ZHyw0d8mk0HOEP7v4fW1A,"""Krung Thai Restaurant""",,"""4130 S Decatur Blvd""",Las Vegas,NV,89103,36.1145279,-115.2076743,4,197,1,other,,,,,
105615,8SbEkKl-h0MOZWPmq1gwCg,"""Nihao Chinese Food""",Eastside,"""2490 E Desert Inn Rd""",Las Vegas,NV,89121,36.1301516,-115.116572,3,9,0,Chinese,,,,,
105682,jkCkdlxISVraP-tnTsgOvw,"""Burger King""",Southeast,"""3401 E Tropicana Ave""",Las Vegas,NV,89121,36.0995932,-115.1007315,2,6,1,Fast Food,,,,,
105694,YwOmRv_m5leVtJ_HhtiWgw,"""Pho Huong Saigon""",Chinatown,"""3650 S Decatur Blvd""",Las Vegas,NV,89103,36.123621,-115.2074151,2,26,0,other,,,,,
105722,yj-3z9okilOi7mio30-ZKw,"""Quiznos""",Southeast,"""5757 Wayne Newton Blvd D, Terminal 1, Gate D33""",Las Vegas,NV,89119,36.08108257,-115.1390586,2.5,14,1,other,,,,,
105805,UrLrciFVqdgmMKkgCncx9Q,"""Burger King""",Centennial,"""6091 N Decatur Blvd""",Las Vegas,NV,89131,36.27062222,-115.207236,2,22,1,Fast Food,,,,,
105968,82g1PwX5FvclqqdjJHcVNA,"""Bomb Tacos""",Spring Valley,"""3655 S Durango Dr, Ste 27""",Las Vegas,NV,89147,36.12384755,-115.2795743,4.5,135,1,Mexican,,,,,
106028,xP2zIIqXxW8QNiJqJyE92A,"""China Passion""",Northwest,"""5840 W Craig Rd, Ste 110""",Las Vegas,NV,89130,36.2394004,-115.223421,4.5,21,1,Chinese,,,,,
106134,WPQEzolKWpB_zOx-iexoBA,"""Delicious & Best Chinese Food""",Eastside,"""860 E Twain, Ste 121""",Las Vegas,NV,89169,36.122658,-115.1449902,3,12,0,Chinese,,,,,
106150,#NAME?,"""Rickenbackers Cafe""",,"""5941 Fitzgerald Blvd""",Las Vegas,NV,89191,36.24203635,-115.0449223,3,6,1,other,,,,,
106178,lX7-SmG6mm_6GAHwBBUtEA,"""Sylantro Restaurant""",Westside,"""2550 S Rainbow Blvd""",Las Vegas,NV,89146,36.1431923,-115.242116,4,21,0,other,,,,,
106372,aIyqvsWX2NPCVjW4EOTHFQ,"""Flatbreadz""",Southeast,"""5757 Wayne Newton Blvd""",Las Vegas,NV,89119,36.0847897,-115.1516357,2.5,45,1,other,,,,,
106375,M2Qdv-0LXV8RUmCH-Qo6xQ,"""Hot Dog On A Stick""",Eastside,"""3532 S Maryland Pkwy""",Las Vegas,NV,89169,36.1252617,-115.1371761,3.5,6,1,other,,,,,
106457,0v55V13hPb3sSF03widnKg,"""Subway""",University,"""4505 S Maryland Pkwy""",Las Vegas,NV,89154,36.109511,-115.141935,2.5,10,1,other,,,,,
106619,Tnia3DIsEgc8nVPNnTRj7Q,"""Bona Pizza""",Eastside,"""4080 Paradise Rd, Ste 8""",Las Vegas,NV,89169,36.1152177,-115.1534885,2,13,1,other,,,,,
106720,8yY7tAd-qrjC0Ineby0cPA,"""Marbella Tapas""",,"""4561 W Flamingo Rd""",Las Vegas,NV,89103,36.1153832,-115.2032516,3.5,90,0,Mediterranean,,,,,
106778,#NAME?,"""Panda Express""",Summerlin,"""1940 Village Center Cir""",Las Vegas,NV,89134,36.19375985,-115.3054856,3,9,0,Chinese,,,,,
106799,nbTwuhnXEyQRzPIAfGNS8w,"""Dragon House""",,"""4180 S Jones Blvd, Ste 1-2""",Las Vegas,NV,89103,36.11274,-115.2115117,3,14,0,Chinese,,,,,
107327,x-HiCsQUNdtbghzW4_ra2Q,"""Taco Bell""",Southeast,"""1810 E. Serene Avenue""",Las Vegas,NV,89123,36.020586,-115.127524,2.5,38,1,other,,,,,
107402,DtdVE6har1N5TvdK8vclfg,"""Pizza Patron""",,"""721 N Rancho Dr""",Las Vegas,NV,89106,36.1777911,-115.1779591,3.5,3,0,other,,,,,
107508,E-0yfHPIoQk6FwXt6W6UYA,"""Lucky's Restaurant""",Eastside,"""3150 Paradise Rd""",Las Vegas,NV,89109,36.13193741,-115.1520218,3,4,1,Fast Food,,,,,
107755,3I4I9C5VN3NIkU1K0Mc01w,"""Taqueria El Buen Pastor""",Downtown,"""318 Fremont Street Experience""",Las Vegas,NV,89101,36.17011073,-115.1421221,3.5,32,1,Mexican,,,,,
107831,JTknlKD6bviJZLngdpbydw,"""Chicken Now""",Westside,"""4300 Meadows Ln, Ste 512""",Las Vegas,NV,89107,36.1725319,-115.197258,3,9,0,other,,,,,
107928,KjjNv4YFzBFnsBh2ncH1Iw,"""China Tango Bistro""",Summerlin,"""10300 W Charleston Blvd, Ste 5""",Las Vegas,NV,89135,36.16042237,-115.3216348,3,90,0,Chinese,,,,,
108178,n_o2DAmDBAZ-RjVDSY-5uQ,"""Ruth's Chris Steak House""",The Strip,"""Harrah's Las Vegas Hotel & Casino, 3475 Las Vegas Boulevard South""",Las Vegas,NV,89109,36.11957566,-115.1721972,4,376,1,other,,,,,
108202,3GFwQiMc4UB5rMSi4HPy-A,"""Kunchorn Thai Restaurant""",Eastside,"""3430 E Trpicana Ave, Ste 1""",Las Vegas,NV,89121,36.101045,-115.1007958,4.5,8,0,other,,,,,
108238,FJx8D4LjgBRAjfOh-hmPGw,"""Subs-N-Such""",Southeast,"""7400 Las Vegas Blvd S Ofc""",Las Vegas,NV,89123,36.03616564,-115.1534284,4,4,0,other,,,,,
108249,ErzHs0c5EKwLD_YM2ZjsGQ,"""Panda Express""",Southeast,"""6587 Las Vegas Blvd S""",Las Vegas,NV,89119,36.06838973,-115.17891,2,14,1,Chinese,,,,,
108786,UFthIIorkchiGj_5ThZ1Uw,"""Rainforest Cafe""",The Strip,"""3717 S Las Vegas Blvd""",Las Vegas,NV,89109,36.10887415,-115.1719566,3,186,1,other,,,,,
108908,cRtPP-AKezf0m94W-aisYA,"""Green Leaf""",Downtown,"""875 S Grand Central Pkwy""",Las Vegas,NV,89106,36.1638289,-115.1568419,3,4,1,other,,,,,
108974,#NAME?,"""Chipotle Mexican Grill""",University,"""4530 S Maryland Pkwy""",Las Vegas,NV,89119,36.10707963,-115.1370645,3.5,119,1,Mexican,,,,,
108985,ySHeT6Y6HuCxYoe27swKrw,"""Shaanxi Gourmet""",Chinatown,"""3400 S Jones Blvd, Ste 16""",Las Vegas,NV,89146,36.1277185,-115.2240628,3.5,28,0,Chinese,,,,,
109057,k8BqCejnaMlw7aoVthvqyw,"""The Bootlegger Italian Bistro""",Southeast,"""7700 Las Vegas Blvd S, Ste 1""",Las Vegas,NV,89123,36.04899216,-115.1715393,4,755,1,other,,,,,
109288,pomGBqfbxcqPv14c3XH-ZQ,"""Leticia's Mexican Cocina""",Centennial,"""7585 Norman Rockwell Ln, Bldg 1""",Las Vegas,NV,89143,36.29887519,-115.2800882,4,1030,1,other,,,,,
109327,0UESjBq6_kPjCs4zPh4oEQ,"""Chicke Now""",The Strip,"""3700-3734 Koval Ln""",Las Vegas,NV,89169,36.12195164,-115.1664865,3.5,9,1,American,,,,,
109341,4Pl-ziYL2oerGyIPlwVdmA,"""Chuchote Thai Bistro & Desserts""",Westside,"""4105 W Sahara Ave""",Las Vegas,NV,89102,36.1440225,-115.195896,4.5,60,1,other,,,,,
109359,FvVSy2r7_zDEhZWqLgjXNQ,"""The Bagel Cafe""",Westside,"""301 N Buffalo Dr""",Las Vegas,NV,89145,36.1759103,-115.260485,4,813,1,other,,,,,
109390,sDXuFZjYR3FJgJ74MtecVw,"""Ay-Chung Noodle""",Chinatown,"""5115 W Spring Mountain Rd, Ste 103""",Las Vegas,NV,89146,36.1261521,-115.2105683,3.5,39,0,Chinese,,,,,
109421,elqbBhBfElMNSrjFqW3now,"""Pin Kaow Thai Restaurant""",,"""1974 N Rainbow Blvd""",Las Vegas,NV,89108,36.195393,-115.241323,4,553,1,other,,,,,
109488,_HwyxfsmFIOlW3xhAOcFVA,"""Chowon Grill""",Downtown,"""1500 Las Vegas Blvd S""",Las Vegas,NV,89104,36.15322717,-115.1515801,4,7,0,other,,,,,
109666,dpVMSMJjJtwhO_Zvugc5_w,"""Licklider's Deli & Grill""",Southeast,"""5030 Paradise Rd, Ste B110""",Las Vegas,NV,89119,36.098467,-115.148375,5,4,0,other,,,,,
109940,3Fr9RZ8Hfz1iWk51C2RMWg,"""East Coast Pizza""",Spring Valley,"""5025 S Fort Apache Rd, Ste 104""",Las Vegas,NV,89148,36.0979917,-115.2977607,2,3,0,other,,,,,
109956,EjYGxyksao-Jhw86tIAiYQ,"""Noodle Palace""",Chinatown,"""5115 Spring Mountain Rd, Ste 203""",Las Vegas,NV,89146,36.125587,-115.211199,3.5,54,0,Chinese,,,,,
109975,meIoY_9NhN8ttxL7ZcpEYQ,"""Burger King""",Summerlin,"""10880 W Charleston Blvd""",Las Vegas,NV,89135,36.160133,-115.3334407,2.5,20,1,American,,,,,
109981,LOyGm5Q6zdTHdntLBUyBrg,"""Wendy's""",Spring Valley,"""3995 S Durango Dr""",Las Vegas,NV,89147,36.11706,-115.279457,2.5,29,1,other,,,,,
109990,nR8QNgK8pLX2NbDnxNu1tg,"""House of Lords at Sahara Hotel and Casino""",The Strip,"""2535 Las Vegas Blvd S""",Las Vegas,NV,89109,36.142229,-115.156483,3.5,16,0,other,,,,,
109992,q3SXDX-a-T_DMU2h2CJzcg,"""Fuddruckers""",,"""Orleans Casino 423 Food Court 4500 W Tropicana""",Las Vegas,NV,89103,36.10305008,-115.2025182,3,96,1,American,,,,,
110095,hkpP3kY_x_zVpVz8gQ0ErA,"""9091""",Eastside,"""670 E Flamingo Rd""",Las Vegas,NV,89119,36.1150822,-115.1484842,4,65,0,American,,,,,
110149,tQj6IXqLHze_8XOhGacBGg,"""Lidet Cafe and Bakery""",,"""6370 W Flamingo Rd, Ste 20""",Las Vegas,NV,89103,36.11517422,-115.2315667,5,15,1,other,,,,,
110158,WU0rArtd0GcTt8ndKzeKaw,"""Cobrinha Brazilian Jiu Jitsu Academy""",Westside,"""321 N Buffalo Dr, Ste 120""",Las Vegas,NV,89145,36.176313,-115.260817,5,33,1,other,,,,,
110213,BbOx9i_kDJBnE9K2hyqBTg,"""Kahuku Poke and Hawaiian Barbecue""",Southeast,"""450 E Silverado Ranch Blvd""",Las Vegas,NV,89123,36.0145699,-115.1534221,3.5,132,1,other,,,,,
110216,O-04UXVtgezKPiQJOll3hg,"""Firehouse Subs""",Southeast,"""5905 S Eastern Ave, Ste 109""",Las Vegas,NV,89119,36.0819824,-115.1196025,4,97,1,other,,,,,
110337,Wht6JaY_yLIb3usuPvSulA,"""Las Islitas Mariscos""",,"""6831 W Flamingo Rd, Ste 406""",Las Vegas,NV,89103,36.1140913,-115.2414561,2.5,63,1,Mexican,,,,,
110689,OaHfq01gm8PTYkJ36k1feg,"""Michael T's Steaks, Ribs, & Burgers Tavern""",Southwest,"""7315 W Warm Springs Rd""",Las Vegas,NV,89113,36.05533471,-115.2515997,5,4,1,other,,,,,
110792,9eUBRR7WWOqXErZ7omYLNA,"""Sandbar""",South Summerlin,"""11024 W Charleston Blvd""",Las Vegas,NV,89148,36.15328907,-115.3313892,3,24,1,other,,,,,
110851,pCVQq3jzfrT2CNHAIMMy0g,"""Fatburger""",Northwest,"""4525 N Rancho Dr""",Las Vegas,NV,89130,36.2418051,-115.2353127,2.5,49,1,Fast Food,,,,,
110910,DPVKotGYF7bCbc88hNZTww,"""Timbers Bar & Grill""",Southeast,"""8540 S. Maryland Pkwy""",Las Vegas,NV,89123,36.034953,-115.1359573,3.5,6,0,American,,,,,
111025,5CJL_2-XwCGBmOav4mFdYg,"""Krung Siam Thai""",Chinatown,"""3755 Spring Mountain Rd, Ste 102""",Las Vegas,NV,89102,36.12615595,-115.1896399,3.5,486,1,other,,,,,
111589,RQfxYf32T78vcZ5lORuhAg,"""Chipotle Mexican Grill""",Sunrise,"""111 N Nellis Blvd""",Las Vegas,NV,89110,36.16192751,-115.0626117,3,44,1,other,,,,,
111751,8StUtYZ3yTCDxMS9439GMQ,"""Mi Lindo Nayarit Seafood""",Southeast,"""3347 E Russell Rd""",Las Vegas,NV,89120,36.08608368,-115.1020127,4.5,3,0,other,,,,,
111799,1NZNZHnGE4-FLZmU6xp3oQ,"""Kung Pao Wok""",Downtown,"""805 S Grand Central Pkwy""",Las Vegas,NV,89106,36.16378927,-115.1579022,2,29,1,Chinese,,,,,
111995,VzekjBEdqFdJsXEOWInA1A,"""Albo Pizza""",Downtown,"""1510 S Las Vegas Blvd""",Las Vegas,NV,89104,36.1526622,-115.151824,4,109,1,other,,,,,
112183,rN3gHTjqx5sOnoUpJ-6jyg,"""Edge Steakhouse""",Eastside,"""3000 Paradise Rd""",Las Vegas,NV,89109,36.1362575,-115.1512526,4.5,67,1,other,,,,,
112243,dMEo-GjWAmTVzq3_qeQX2g,"""Wendy's""",The Strip,"""3200 Las Vegas Blvd S, Ste 3060""",Las Vegas,NV,89109,36.12745337,-115.168979,2.5,13,1,Fast Food,,,,,
112249,kWe8Tq19JHqLYo5rtQpjJg,"""Foothills Cafe""",Summerlin,"""657 N Town Ctr Dr""",Las Vegas,NV,89144,36.1809666,-115.3174163,4.5,3,1,other,,,,,
112300,j7ooAJoKOgjT1_ARsFECZg,"""Kabob Empire""",The Strip,"""3377 S Las Vegas Blvd""",Las Vegas,NV,89109,36.1218691,-115.1696529,3,24,1,Mediterranean,,,,,
112570,leXt81sCi1dyH1RF7nT3ig,"""Roberto's Tacos""",,"""6584 N Decatur Blvd""",Las Vegas,NV,89131,36.279872,-115.2057484,2,58,1,Mexican,,,,,
112587,BjS35X3-_-9TP-RyfzoC_Q,"""Hometown Eats""",Southeast,"""5715 S Pecos Rd""",Las Vegas,NV,89120,36.08598903,-115.1014697,4,218,1,other,,,,,
112588,VahVKCDFougCFlWH87OYZQ,"""Village Pub & Poker""",Southwest,"""7575 S Rainbow Blvd""",Las Vegas,NV,89139,36.050869,-115.2441452,4,82,1,other,,,,,
112728,cAs1-wyAjvfsK1Vgo1jCWA,"""Kkulmat Korean Kitchen""",Chinatown,"""5600 Spring Mountain Rd, Ste A""",Las Vegas,NV,89146,36.12611759,-115.2179327,4.5,67,1,other,,,,,
112751,LJQCv30PCIpC3FnvHF5mXQ,"""HK Star""",Chinatown,"""3400 S Jones Blvd, Ste 15""",Las Vegas,NV,89146,36.1273078,-115.2243612,3.5,153,0,Chinese,,,,,
112834,DitL2M_iiHq0DcuA1vNMAQ,"""Panda Express""",Westside,"""4590 W Sahara Ave Sp101, Ste 101""",Las Vegas,NV,89102,36.14435964,-115.2072256,3,39,1,Chinese,,,,,
112852,sjmXmCXAvvNDVTTKuXKuJw,"""Pullman Grille""",Downtown,"""200 N Main St""",Las Vegas,NV,89101,36.1729288,-115.1456193,4,5,0,other,,,,,
112939,PK0pjMIgWXg_xHJT4axz0A,"""Taters n' Salads""",Southeast,"""8480 S Las Vegas Blvd""",Las Vegas,NV,89123,36.0357393,-115.171471,4,5,0,American,,,,,
113129,PnSOaN7kg6S9fFHX9RCtMA,"""Milano's Pizza""",Chinatown,"""3650 S Decatur Blvd, Ste 26""",Las Vegas,NV,89103,36.123621,-115.2074151,2.5,6,1,other,,,,,
113264,5PP6BwtNYlPARHApB9lzcQ,"""Blue Ox Tavern""",Westside,"""5825 W Sahara Ave, Ste A""",Las Vegas,NV,89146,36.142636,-115.2217,4.5,81,1,other,American (Traditional),,,,
113354,9GRbDT8WCtfImKHMn823-A,"""Z Chicken""",Southeast,"""8846 S Eastern Ave, Unit 102""",Las Vegas,NV,89123,36.0284419,-115.1178336,4,25,0,American,,,,,
113382,pwislVBU50RIzCrwJYPY3w,"""L&L Hawaiian Barbecue""",Centennial,"""7891 W Tropical Pkwy, Ste 120""",Las Vegas,NV,89149,36.2706864,-115.2667351,3.5,85,1,other,,,,,
113385,#NAME?,"""Lopez Restaurant""",Downtown,"""1720 E Charleston Blvd, Ste 13""",Las Vegas,NV,89104,36.1588446,-115.1259842,4.5,3,1,Mexican,,,,,
113411,S1AxUjs0ekYsy-K8v2o3mA,"""KFC""",Southeast,"""1353 E Silverado Ranch Blvd""",Las Vegas,NV,89183,36.0131,-115.134,1.5,54,1,other,,,,,
113455,wejXAyl-ndyVpZx8x7OKpw,"""Hank's Philly Steaks""",Southeast,"""467 E Silverado Ranch Blvd, Ste 125""",Las Vegas,NV,89183,36.0125177,-115.1526505,3.5,92,0,other,,,,,
113710,DiCfRiL3WX-vwkK85qrIjw,"""MrJims.Pizza of Las Vegas""",Centennial,"""7181 Hualapai, Ste 120""",Las Vegas,NV,89166,36.29161513,-115.31602,3.5,90,1,other,,,,,
113780,v2xh5qtrlRJSU3OnixJH2g,"""Pasta Fresh""",Spring Valley,"""4165 S Grand Canyon Dr, Ste 102""",Las Vegas,NV,89147,36.1141241,-115.3087109,4,65,0,Italian,,,,,
113819,M5Nvx_jkTf56Ne7tuXgCLQ,"""Grand Italia""",Northwest,"""6731 W Alexander Rd""",Las Vegas,NV,89108,36.232623,-115.2432672,2,58,0,other,,,,,
114042,gqcJHVFCPeBRGnDf8bFzMw,"""Outback Steakhouse""",The Lakes,"""8671 W Sahara Ave""",Las Vegas,NV,89117,36.14358336,-115.2809156,3.5,175,1,other,,,,,
114146,HusY0jtxYpF9lGUJ92-xDQ,"""Teriyaki Brother""",,"""6679 Smoke Ranch Rd""",Las Vegas,NV,89108,36.2030128,-115.2415806,4.5,49,1,Fast Food,,,,,
114218,fOznQq_VXIE-51sGZmd7uQ,"""6500 Tavern""",Westside,"""6500 W Sahara Ave""",Las Vegas,NV,89146,36.144512,-115.2366621,5,4,1,other,,,,,
114230,WcbWMC4EpGJa-x7Ig3MQLg,"""Hummus Bar""",The Lakes,"""2521 S Fort Apache, Ste 101""",Las Vegas,NV,89117,36.143428,-115.298064,4,15,0,other,,,,,
114254,NiQ_3tXqkoe6GaQ5w2sHaQ,"""Sonic Drive-In""",Eastside,"""3340 E Flamingo Rd""",Las Vegas,NV,89121,36.1174201,-115.1014507,2.5,46,1,Fast Food,,,,,
114273,EzvQSacRpQhFU_p8NgiVJw,"""48th and Crepe""",The Strip,"""3790 S Las Vegas Blvd""",Las Vegas,NV,89109,36.102781,-115.174136,3.5,140,1,other,,,,,
114275,xPuId11JJs0uy-QuPfifOw,"""Grill 55""",Eastside,"""3400 Paradise Rd""",Las Vegas,NV,89109,36.1273341,-115.1547751,3,44,1,American,,,,,
114713,4I4OoW0tbaoG4I4D2spF3w,"""Del Taco""",Westside,"""8471 W Sahara Ave""",Las Vegas,NV,89117,36.1436582,-115.2764331,3,30,1,Mexican,,,,,
114780,0YctfylXsdutJo8qFYnZJA,"""Westcliff Station""",Westside,"""7614 Westcliff Dr""",Las Vegas,NV,89145,36.1745644,-115.2606002,3.5,21,1,American,,,,,
114835,Hz-OXis4Hk9l187LPBo_8g,"""Schlotzsky's""",The Strip,"""3850 Las Vegas Blvd S""",Las Vegas,NV,89109,36.098909,-115.175557,2.5,27,1,other,,,,,
114856,xg6X-QhO5kTv9PtFqJp-OA,"""Cinnabon""",The Strip,"""3200 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1272241,-115.1715512,4.5,3,0,other,,,,,
114924,dlTgsi51JXinnmijEVuITw,"""Popeyes Louisiana Kitchen""",Northwest,"""7181 W Craig Rd""",Las Vegas,NV,89129,36.2393899,-115.2510613,3,47,1,other,,,,,
115000,TjZo2v8i7d4omCovsFA2pg,"""Papa John's Pizza""",Southeast,"""3460 E Sunset Rd""",Las Vegas,NV,89120,36.0722646,-115.0992936,1.5,30,1,other,,,,,
115125,0rk2_lmbfpiYXGBFmyxx9Q,"""Centro America Restaurant""",Westside,"""6135 W Sahara Ave""",Las Vegas,NV,89146,36.1431011,-115.2265239,3.5,33,1,Latin American,,,,,
115136,M_1E7QGHH684tevoesrQkQ,"""Apollo's Pizza""",Westside,"""3111 S Valley View Blvd, Ste I-101""",Las Vegas,NV,89102,36.13170799,-115.1913887,2,46,0,Greek,,,,,
115163,QSM3w1AAdFDQXGE26vNsZA,"""Pizza Hut""",Centennial,"""7150 N. Durango Drive, #120""",Las Vegas,NV,89149,36.2915238,-115.2863864,2,51,1,other,,,,,
115186,0qet57CmMA5qUm6gPFUTpg,"""Di Fara Pizza""",The Strip,"""3570 Las Vegas Blvd S""",Las Vegas,NV,89109,36.115274,-115.172738,2.5,114,1,Italian,,,,,
115231,7zqmeEgCPfvbxyaKHli6Dw,"""Jac & Ray""",The Strip,"""3200 Las Vegas Blvd""",Las Vegas,NV,89109,36.1272241,-115.1715512,3.5,13,1,Fast Food,,,,,
115284,GyXSPlq4aj0Uxm-UJYnGCA,"""Taqueria Santa Cruz""",Eastside,"""4023 S Maryland Pkwy""",Las Vegas,NV,89119,36.1161328,-115.1378447,3.5,7,1,Mexican,,,,,
115641,hZDNYOfZnVp10pFsycr8rg,"""The Valley Thai Restaurant""",Southeast,"""1725 E Warm Springs Rd""",Las Vegas,NV,89119,36.0571445,-115.1286093,4.5,88,1,other,,,,,
